"","x"
"1","minutes"
"2","asked"
"3","NOTback"
"4","told"
"5","bad"
"6","worst"
"7","NOTagain"
"8","manager"
"9","left"
"10","NOTour"
"11","horrible"
"12","terrible"
"13","waited"
"14","rude"
"15","cold"
"16","disappointed"
"17","NOTno"
"18","waiting"
"19","money"
"20","called"
"21","later"
"22","him"
"23","wrong"
"24","ok"
"25","bill"
"26","NOTgive"
"27","bland"
"28","dry"
"29","NOTshe"
"30","poor"
"31","awful"
"32","NOTworth"
"33","NOThe"
"34","NOTafter"
"35","empty"
"36","paid"
"37","NOTher"
"38","NOTrecommend"
"39","NOTcame"
"40","sorry"
"41","completely"
"42","NOTmoney"
"43","NOTasked"
"44","received"
"45","okay"
"46","disappointing"
"47","disgusting"
"48","NOTreturn"
"49","NOTthen"
"50","hostess"
"51","dirty"
"52","mediocre"
"53","NOTnever"
"54","NOTcustomer"
"55","worse"
"56","NOTminutes"
"57","phone"
"58","NOTsaid"
"59","decent"
"60","overpriced"
"61","management"
"62","NOTflavor"
"63","NOTcustomers"
"64","NOTcoming"
"65","charge"
"66","NOTbusiness"
"67","unfortunately"
"68","NOTanother"
"69","says"
"70","gross"
"71","sad"
"72","NOTleft"
"73","attitude"
"74","friendly"
"75","charged"
"76","NOTanyone"
"77","mins"
"78","average"
"79","NOTmanager"
"80","understand"
"81","tasteless"
"82","soggy"
"83","frozen"
"84","NOThis"
"85","NOTtold"
"86","avoid"
"87","min"
"88","NOTwaste"
"89","fresh"
"90","NOTshould"
"91","happened"
"92","nothing"
"93","barely"
"94","disappointment"
"95","ridiculous"
"96","clearly"
"97","waste"
"98","NOTwanted"
"99","mistake"
"100","NOTwater"
"101","asking"
"102","NOTpay"
"103","NOTserver"
"104","sent"
"105","leaving"
"106","recommend"
"107","cashier"
"108","NOTspecial"
"109","showed"
"110","NOTreturning"
"111","supposed"
"112","forever"
"113","placed"
"114","paying"
"115","speak"
"116","somewhere"
"117","sick"
"118","NOTcare"
"119","burnt"
"120","NOTwhy"
"121","NOThim"
"122","needless"
"123","NOTtook"
"124","NOTnothing"
"125","nasty"
"126","amazing"
"127","sucks"
"128","overcooked"
"129","delicious"
"130","NOTbill"
"131","NOTworst"
"132","NOTunderstand"
"133","employee"
"134","NOTbother"
"135","NOTcold"
"136","mess"
"137","shame"
"138","joke"
"139","elsewhere"
"140","NOTwaitress"
"141","hair"
"142","ignored"
"143","woman"
"144","credit"
"145","NOTcall"
"146","OK"
"147","upset"
"148","NOTrude"
"149","NOTtip"
"150","NOTanymore"
"151","proceeded"
"152","zero"
"153","informed"
"154","threw"
"155","standing"
"156","refused"
"157","flavorless"
"158","NOThorrible"
"159","NOTtell"
"160","spoke"
"161","stale"
"162","complained"
"163","poisoning"
"164","NOTimpressed"
"165","refund"
"166","NOTnor"
"167","favorite"
"168","returned"
"169","telling"
"170","situation"
"171","tasty"
"172","NOTsomeone"
"173","enjoyed"
"174","NOTfront"
"175","below"
"176","NOTkitchen"
"177","crap"
"178","register"
"179","NOTwalked"
"180","awesome"
"181","NOTreceived"
"182","NOTorders"
"183","sadly"
"184","watched"
"185","NOTapology"
"186","NOTbrought"
"187","NOTwaiter"
"188","NOTterrible"
"189","inedible"
"190","response"
"191","excellent"
"192","NOTgave"
"193","NOTpaid"
"194","highly"
"195","hoping"
"196","apologized"
"197","NOTpoor"
"198","NOTestablishment"
"199","NOTgiven"
"200","NOTsaying"
"201","NOTready"
"202","NOTcalled"
"203","tells"
"204","unprofessional"
"205","ruined"
"206","send"
"207","NOToffered"
"208","NOTphone"
"209","NOTwrite"
"210","stated"
"211","NOThelp"
"212","NOTpaying"
"213","poorly"
"214","shocked"
"215","undercooked"
"216","sucked"
"217","excuse"
"218","complain"
"219","nobody"
"220","garbage"
"221","receipt"
"222","receive"
"223","WORST"
"224","NOTsaw"
"225","NOTworking"
"226","unacceptable"
"227","eventually"
"228","calling"
"229","NOTattitude"
"230","NOTtaking"
"231","HORRIBLE"
"232","NOTasking"
"233","health"
"234","industry"
"235","annoyed"
"236","handed"
"237","messed"
"238","0"
"239","NOTok"
"240","NOTcard"
"241","yuck"
"242","continued"
"243","crappy"
"244","uncomfortable"
"245","costs"
"246","NOTwaited"
"247","dead"
"248","hardly"
"249","NOTbland"
"250","NOTemployees"
"251","NOTsorry"
"252","NOTapologize"
"253","NOTcook"
"254","NOTproperly"
"255","NOTsat"
"256","NOTword"
"257","trash"
"258","downhill"
"259","loved"
"260","NOTseemed"
"261","NOTstore"
"262","grease"
"263","shit"
"264","NOTcharged"
"265","NOTsign"
"266","failed"
"267","confused"
"268","corporate"
"269","NOTtaken"
"270","mushy"
"271","NOThappened"
"272","begin"
"273","NOTtoday"
"274","edible"
"275","contact"
"276","NOTcompletely"
"277","NOTmanagement"
"278","NOTjob"
"279","NOTtreated"
"280","appeared"
"281","driver"
"282","filthy"
"283","NOTwhatsoever"
"284","absolute"
"285","alright"
"286","NOTbarely"
"287","pointed"
"288","flag"
"289","NOTattention"
"290","NOTgone"
"291","NOTsick"
"292","rubbery"
"293","WTF"
"294","burned"
"295","lacked"
"296","nope"
"297","NOTclue"
"298","NOTowner"
"299","NOTzero"
"300","began"
"301","McDonald's"
"302","replied"
"303","EVER"
"304","NOTdirty"
"305","pissed"
"306","acted"
"307","disaster"
"308","NOTrefill"
"309","NOTsense"
"310","wasted"
"311","NOTdeserve"
"312","NOTtalking"
"313","disgusted"
"314","asks"
"315","microwave"
"316","NOTawful"
"317","NOTthank"
"318","watered"
"319","angry"
"320","kidding"
"321","pathetic"
"322","rip"
"323","stupid"
"324","DO"
"325","hopes"
"326","NOTarrived"
"327","strange"
"328","watery"
"329","screw"
"330","gratuity"
"331","NOTbehind"
"332","broken"
"333","hung"
"334","NOTchecked"
"335","NOTcorrect"
"336","NOTsmile"
"337","NOTstarted"
"338","spit"
"339","wonderful"
"340","managers"
"341","meh"
"342","NOTfinally"
"343","NOTnegative"
"344","NOTworse"
"345","NOTAGAIN"
"346","NOThostess"
"347","NOTseasoning"
"348","perfect"
"349","rudely"
"350","NOTlonger"
"351","nowhere"
"352","yelled"
"353","approached"
"354","canned"
"355","lukewarm"
"356","NOTclosed"
"357","NOTcredit"
"358","desk"
"359","fault"
"360","NOTbartender"
"361","NOTNOT"
"362","thrown"
"363","yelling"
"364","fake"
"365","NOTclearly"
"366","NOTdelivery"
"367","NOTexcuse"
"368","NOTexperienced"
"369","NOTmistake"
"370","subpar"
"371","TERRIBLE"
"372","wont"
"373","attempt"
"374","overly"
"375","problems"
"376","suppose"
"377","walks"
"378","female"
"379","ill"
"380","NOTlack"
"381","tipped"
"382","NOT0"
"383","NOTbag"
"384","NOTreceive"
"385","NOTspeak"
"386","reasonable"
"387","restroom"
"388","annoying"
"389","NOTrefills"
"390","oily"
"391","unfriendly"
"392","anymore"
"393","microwaved"
"394","NOTEVER"
"395","NOTrefund"
"396","throwing"
"397","unpleasant"
"398","email"
"399","rushed"
"400","ugh"
"401","chances"
"402","charging"
"403","frustrated"
"404","NOTgreeted"
"405","NOTleaving"
"406","McDonalds"
"407","NOTokay"
"408","politely"
"409","suck"
"410","act"
"411","embarrassed"
"412","glad"
"413","NOTsupposed"
"414","disappeared"
"415","fail"
"416","lousy"
"417","NOTanswer"
"418","incorrect"
"419","insisted"
"420","NOTdisgusting"
"421","NOTknown"
"422","NOTsays"
"423","removed"
"424","boring"
"425","helpful"
"426","NOTliterally"
"427","security"
"428","unfortunate"
"429","cardboard"
"430","male"
"431","policy"
"432","NOTemployee"
"433","NOTHERE"
"434","NOTmess"
"435","NOTsent"
"436","should've"
"437","NOTcrap"
"438","NOTreceipt"
"439","NOTsituation"
"440","overrated"
"441","account"
"442","apologetic"
"443","bother"
"444","hire"
"445","NOTacknowledge"
"446","fantastic"
"447","NOTapologies"
"448","NOTcontact"
"449","NOTguests"
"450","NOTmenus"
"451","NOTtreat"
"452","shitty"
"453","terribly"
"454","what"
"455","blah"
"456","NOTdiscount"
"457","NOTturned"
"458","screwed"
"459","unhappy"
"460","address"
"461","horrendous"
"462","NOTedible"
"463","reheated"
"464","cancel"
"465","charges"
"466","forced"
"467","freezer"
"468","NOTacknowledged"
"469","NOTallowed"
"470","silverware"
"471","declined"
"472","ignore"
"473","NOTnapkins"
"474","NOTshowed"
"475","ripped"
"476","horribly"
"477","miserable"
"478","NOTallow"
"479","NOTexplain"
"480","NOTreturned"
"481","NOTupset"
"482","potential"
"483","twenty"
"484","acknowledged"
"485","apologize"
"486","comped"
"487","fishy"
"488","laughing"
"489","luke"
"490","mistakes"
"491","NOTcounter"
"492","NOTdeliver"
"493","NOThair"
"494","NOTmediocre"
"495","NOTprovide"
"496","NOTsend"
"497","NOTtelling"
"498","responded"
"499","tender"
"500","weak"
"501","condescending"
"502","NOTGO"
"503","NOTnasty"
"504","NOTpar"
"505","NOTplan"
"506","NOTresponse"
"507","rubber"
"508","toilet"
"509","YOU"
"510","frustrating"
"511","message"
"512","NOTcleaned"
"513","saving"
"514","tone"
"515","acknowledge"
"516","attempted"
"517","bills"
"518","hated"
"519","NOTclear"
"520","NOTcoupon"
"521","NOTmin"
"522","staring"
"523","unbelievable"
"524","WAY"
"525","awkward"
"526","duty"
"527","NOTweren't"
"528","replace"
"529","sloppy"
"530","spilled"
"531","apology"
"532","argued"
"533","bothered"
"534","existent"
"535","NOTfoot"
"536","NOTgreet"
"537","NOTinterested"
"538","NOTmins"
"539","NOTtill"
"540","reply"
"541","unable"
"542","comp"
"543","dump"
"544","fucking"
"545","NOToverpriced"
"546","straw"
"547","acceptable"
"548","argue"
"549","assured"
"550","NOTburnt"
"551","NOTdelivered"
"552","occupied"
"553","voice"
"554","badly"
"555","NOTgross"
"556","NOTpaper"
"557","NOTtonight"
"558","advertised"
"559","arguing"
"560","assumed"
"561","BAD"
"562","confirmed"
"563","department"
"564","insult"
"565","limp"
"566","NOTeffort"
"567","NOTexplanation"
"568","NOTrecommended"
"569","understaffed"
"570","wtf"
"571","advised"
"572","atrocious"
"573","embarrassing"
"574","inattentive"
"575","NOTappetite"
"576","NOTlady"
"577","NOTobviously"
"578","NOTrespect"
"579","NOTspent"
"580","NOTstep"
"581","receiving"
"582","solid"
"583","flies"
"584","idiot"
"585","laughed"
"586","NOTappetizing"
"587","NOTarrive"
"588","NOTBACK"
"589","NOTplaced"
"590","refuse"
"591","remove"
"592","wilted"
"593","calls"
"594","cell"
"595","NOTbothered"
"596","NOTdollars"
"597","NOTrefilled"
"598","OMG"
"599","placing"
"600","wasting"
"601","clueless"
"602","COLD"
"603","drenched"
"604","irritated"
"605","matters"
"606","meanwhile"
"607","NOTEAT"
"608","NOTflavour"
"609","NOThonor"
"610","NOTshit"
"611","NOTstanding"
"612","NOTtraining"
"613","benefit"
"614","NOTchecking"
"615","NOTfloor"
"616","NOThello"
"617","NOTmachine"
"618","NOTnearly"
"619","NOTtotal"
"620","staffed"
"621","THIS"
"622","yummy"
"623","NOTlisten"
"624","NOTskills"
"625","supposedly"
"626","too"
"627","AND"
"628","appalled"
"629","AVOID"
"630","flagged"
"631","grace"
"632","lesson"
"633","NOTaware"
"634","NOTdelicious"
"635","NOTforever"
"636","outrageous"
"637","RUDE"
"638","slimy"
"639","claimed"
"640","code"
"641","NO"
"642","NOTapologized"
"643","NOTattempt"
"644","NOTtasteless"
"645","risk"
"646","shut"
"647","desired"
"648","ignoring"
"649","NOT"
"650","obnoxious"
"651","rotten"
"652","AWAY"
"653","eh"
"654","incident"
"655","IS"
"656","lame"
"657","NOTdollar"
"658","NOTNEVER"
"659","NOTNO"
"660","NOTrequested"
"661","NOTridiculous"
"662","NOTsilverware"
"663","NOTthrow"
"664","NOTwebsite"
"665","severely"
"666","stared"
"667","attitudes"
"668","AWFUL"
"669","confirm"
"670","diarrhea"
"671","dissatisfied"
"672","nerve"
"673","NOTcorrectly"
"674","NOThealth"
"675","NOTthru"
"676","overcharged"
"677","perfectly"
"678","understood"
"679","behavior"
"680","cockroach"
"681","fuck"
"682","lacks"
"683","mush"
"684","NOTashamed"
"685","NOTflag"
"686","NOTignored"
"687","NOTtrust"
"688","repeatedly"
"689","rudest"
"690","stating"
"691","TO"
"692","WHAT"
"693","caused"
"694","honor"
"695","lied"
"696","NOTacceptable"
"697","NOTbought"
"698","NOTgreeting"
